year,city,scenario,temperature_f,precip_mm
2019,Phoenix,ssp585,66.54,0.8536
2020,Phoenix,ssp585,67.18,1.1261
2021,Phoenix,ssp585,65.84,1.5045
2022,Phoenix,ssp585,64.8,2.042
2023,Phoenix,ssp585,65.29,1.2377
2024,Phoenix,ssp585,66.62,0.632
2025,Phoenix,ssp585,64.61,1.1043
2026,Phoenix,ssp585,66.99,0.9009
2027,Phoenix,ssp585,67.81,0.9612
2028,Phoenix,ssp585,64.08,1.476
2029,Phoenix,ssp585,65.13,1.3114
2030,Phoenix,ssp585,68.3,0.6663
2031,Phoenix,ssp585,66.54,1.3349
2032,Phoenix,ssp585,64.78,2.0668
2033,Phoenix,ssp585,66.02,1.4531
2034,Phoenix,ssp585,66.41,0.9455
2035,Phoenix,ssp585,67.44,1.3105
2036,Phoenix,ssp585,63.73,1.566
2037,Phoenix,ssp585,66.49,0.9361
2038,Phoenix,ssp585,67.12,0.975
2039,Phoenix,ssp585,66.4,1.0544
2040,Phoenix,ssp585,67.18,1.1964
2041,Phoenix,ssp585,68.18,1.2366
2042,Phoenix,ssp585,67.46,1.359
2043,Phoenix,ssp585,67.61,0.812
2044,Phoenix,ssp585,66.97,1.3306
2045,Phoenix,ssp585,66.89,1.1576
2046,Phoenix,ssp585,66.89,0.9359
2047,Phoenix,ssp585,66.04,1.068
2048,Phoenix,ssp585,67.74,1.188
2049,Phoenix,ssp585,68.31,1.3576
2050,Phoenix,ssp585,69.09,1.0933
2051,Phoenix,ssp585,68.33,0.9651
2052,Phoenix,ssp585,68.35,0.6142
2053,Phoenix,ssp585,68.45,0.8366
2054,Phoenix,ssp585,67.96,1.447
2055,Phoenix,ssp585,68.88,1.2542
2056,Phoenix,ssp585,69.89,1.104
2057,Phoenix,ssp585,69.4,0.9909
2058,Phoenix,ssp585,67.95,1.0011
2059,Phoenix,ssp585,67.76,1.0949
2060,Phoenix,ssp585,70.61,0.6759
2061,Phoenix,ssp585,68.61,1.0848
2062,Phoenix,ssp585,69.92,0.8061
2063,Phoenix,ssp585,69.04,1.1371
2064,Phoenix,ssp585,67.83,1.6315
2065,Phoenix,ssp585,69.43,1.2499
2066,Phoenix,ssp585,69.48,1.0221
2067,Phoenix,ssp585,67.72,1.4588
2068,Phoenix,ssp585,69.19,1.2865
2069,Phoenix,ssp585,68.21,1.5167
2070,Phoenix,ssp585,68.33,1.2859
2071,Phoenix,ssp585,69.61,1.1935
2072,Phoenix,ssp585,70.99,0.973
2073,Phoenix,ssp585,68.92,1.1874
2074,Phoenix,ssp585,68.55,1.4793
2075,Phoenix,ssp585,68.98,1.8352
2076,Phoenix,ssp585,70.32,1.6228
2077,Phoenix,ssp585,70.47,1.2986
2078,Phoenix,ssp585,70.46,1.3312
2079,Phoenix,ssp585,68.82,1.381
2080,Phoenix,ssp585,70.99,0.5723
2081,Phoenix,ssp585,70.62,1.5747
2082,Phoenix,ssp585,69.82,2.0952
2083,Phoenix,ssp585,71.39,1.5313
2084,Phoenix,ssp585,70.97,1.3749
2085,Phoenix,ssp585,70.17,1.0822
2086,Phoenix,ssp585,70.8,1.1399
2087,Phoenix,ssp585,72.52,1.1539
2088,Phoenix,ssp585,71.53,1.3347
2089,Phoenix,ssp585,71.91,1.135
2090,Phoenix,ssp585,72.09,1.3803
2091,Phoenix,ssp585,70.42,1.5049
2092,Phoenix,ssp585,71.47,1.2858
2093,Phoenix,ssp585,70.81,1.5684
2094,Phoenix,ssp585,71.21,1.3326
2095,Phoenix,ssp585,72.17,0.8941
2096,Phoenix,ssp585,72.93,0.7777
2097,Phoenix,ssp585,74.37,0.5455
2098,Phoenix,ssp585,72.93,1.2727
2099,Phoenix,ssp585,69.81,2.2818
2100,Phoenix,ssp585,72.48,1.5372
