date,city,scenario,temperature_f,precip_mm
1976-12,Phoenix,ssp370,62.21,1.9874
1977-01,Phoenix,ssp370,62.29,1.9871
1977-02,Phoenix,ssp370,62.56,1.988
1977-03,Phoenix,ssp370,62.7,1.9668
1977-04,Phoenix,ssp370,63.04,1.9684
1977-05,Phoenix,ssp370,62.48,2.0124
1977-06,Phoenix,ssp370,62.83,1.782
1977-07,Phoenix,ssp370,62.82,1.7819
1977-08,Phoenix,ssp370,62.9,1.9328
1977-09,Phoenix,ssp370,63.01,1.8679
1977-10,Phoenix,ssp370,63.39,2.046
1977-11,Phoenix,ssp370,63.59,1.909
1977-12,Phoenix,ssp370,63.18,1.8855
1978-01,Phoenix,ssp370,63.1,1.8908
1978-02,Phoenix,ssp370,62.84,1.8952
1978-03,Phoenix,ssp370,62.68,1.9559
1978-04,Phoenix,ssp370,62.15,2.2238
1978-05,Phoenix,ssp370,62.39,2.0861
1978-06,Phoenix,ssp370,62.14,2.3207
1978-07,Phoenix,ssp370,61.87,2.106
1978-08,Phoenix,ssp370,62.11,2.1783
1978-09,Phoenix,ssp370,61.83,2.1325
1978-10,Phoenix,ssp370,61.96,1.7705
1978-11,Phoenix,ssp370,61.85,1.7258
1978-12,Phoenix,ssp370,62.36,1.6839
1979-01,Phoenix,ssp370,62.27,1.7201
1979-02,Phoenix,ssp370,62.49,1.7368
1979-03,Phoenix,ssp370,62.79,1.6919
1979-04,Phoenix,ssp370,63.3,1.3826
1979-05,Phoenix,ssp370,64.0,1.3971
1979-06,Phoenix,ssp370,64.39,1.7477
1979-07,Phoenix,ssp370,64.5,1.8626
1979-08,Phoenix,ssp370,64.36,1.7356
1979-09,Phoenix,ssp370,64.64,1.5404
1979-10,Phoenix,ssp370,65.05,1.3319
1979-11,Phoenix,ssp370,65.54,1.402
1979-12,Phoenix,ssp370,65.58,1.3991
1980-01,Phoenix,ssp370,65.89,1.3573
1980-02,Phoenix,ssp370,66.24,1.3373
1980-03,Phoenix,ssp370,65.88,1.3372
1980-04,Phoenix,ssp370,66.02,1.4092
1980-05,Phoenix,ssp370,65.76,1.3729
1980-06,Phoenix,ssp370,66.02,0.7868
1980-07,Phoenix,ssp370,66.31,0.8192
1980-08,Phoenix,ssp370,66.24,0.8106
1980-09,Phoenix,ssp370,66.11,0.9275
1980-10,Phoenix,ssp370,65.71,1.2528
1980-11,Phoenix,ssp370,65.57,1.2038
1980-12,Phoenix,ssp370,65.31,1.1994
1981-01,Phoenix,ssp370,64.99,1.2038
1981-02,Phoenix,ssp370,64.44,1.2675
1981-03,Phoenix,ssp370,64.38,1.3344
1981-04,Phoenix,ssp370,63.34,1.6419
1981-05,Phoenix,ssp370,62.51,1.847
1981-06,Phoenix,ssp370,61.92,1.9341
1981-07,Phoenix,ssp370,61.21,1.6613
1981-08,Phoenix,ssp370,61.73,1.5706
1981-09,Phoenix,ssp370,61.68,1.8861
1981-10,Phoenix,ssp370,61.39,1.7461
1981-11,Phoenix,ssp370,61.31,1.7128
1981-12,Phoenix,ssp370,61.67,1.7048
1982-01,Phoenix,ssp370,61.65,1.7006
1982-02,Phoenix,ssp370,62.25,1.6383
1982-03,Phoenix,ssp370,62.41,1.61
1982-04,Phoenix,ssp370,63.25,1.3601
1982-05,Phoenix,ssp370,63.76,1.4973
1982-06,Phoenix,ssp370,63.94,1.4921
1982-07,Phoenix,ssp370,64.14,1.7007
1982-08,Phoenix,ssp370,64.04,1.669
1982-09,Phoenix,ssp370,64.03,1.3275
1982-10,Phoenix,ssp370,64.05,1.533
1982-11,Phoenix,ssp370,63.94,1.6083
1982-12,Phoenix,ssp370,63.69,1.61
1983-01,Phoenix,ssp370,63.69,1.6097
1983-02,Phoenix,ssp370,63.16,1.615
1983-03,Phoenix,ssp370,62.28,1.9031
1983-04,Phoenix,ssp370,62.32,1.7717
1983-05,Phoenix,ssp370,62.31,1.4254
1983-06,Phoenix,ssp370,62.53,1.4523
1983-07,Phoenix,ssp370,62.5,1.3717
1983-08,Phoenix,ssp370,62.3,1.4711
1983-09,Phoenix,ssp370,62.36,1.3036
1983-10,Phoenix,ssp370,62.17,1.1533
1983-11,Phoenix,ssp370,62.09,1.1065
1983-12,Phoenix,ssp370,62.21,1.1067
1984-01,Phoenix,ssp370,62.56,1.1067
1984-02,Phoenix,ssp370,62.54,1.1609
1984-03,Phoenix,ssp370,63.35,0.8177
1984-04,Phoenix,ssp370,63.2,0.8148
1984-05,Phoenix,ssp370,63.38,0.8247
1984-06,Phoenix,ssp370,63.07,0.811
1984-07,Phoenix,ssp370,62.98,1.2154
1984-08,Phoenix,ssp370,62.29,1.1471
1984-09,Phoenix,ssp370,62.02,1.2308
1984-10,Phoenix,ssp370,62.12,1.2179
1984-11,Phoenix,ssp370,62.04,1.2818
1984-12,Phoenix,ssp370,61.63,1.286
1985-01,Phoenix,ssp370,61.22,1.286
1985-02,Phoenix,ssp370,61.16,1.2413
1985-03,Phoenix,ssp370,61.23,1.262
1985-04,Phoenix,ssp370,61.15,1.3586
1985-05,Phoenix,ssp370,61.22,1.3435
1985-06,Phoenix,ssp370,61.55,1.2579
1985-07,Phoenix,ssp370,61.7,0.9257
1985-08,Phoenix,ssp370,62.46,1.3845
1985-09,Phoenix,ssp370,62.7,1.5214
1985-10,Phoenix,ssp370,63.18,1.4998
1985-11,Phoenix,ssp370,62.98,1.6055
1985-12,Phoenix,ssp370,63.35,1.598
1986-01,Phoenix,ssp370,63.25,1.5981
1986-02,Phoenix,ssp370,63.32,1.6376
1986-03,Phoenix,ssp370,63.17,1.7272
1986-04,Phoenix,ssp370,63.13,1.7626
1986-05,Phoenix,ssp370,62.72,1.7958
1986-06,Phoenix,ssp370,62.84,1.7925
1986-07,Phoenix,ssp370,62.84,1.7085
1986-08,Phoenix,ssp370,62.81,1.5276
1986-09,Phoenix,ssp370,63.41,1.3214
1986-10,Phoenix,ssp370,63.72,1.1589
1986-11,Phoenix,ssp370,63.4,1.4156
1986-12,Phoenix,ssp370,62.93,1.5566
1987-01,Phoenix,ssp370,62.97,1.5587
1987-02,Phoenix,ssp370,62.78,1.4999
1987-03,Phoenix,ssp370,62.53,1.5477
1987-04,Phoenix,ssp370,62.29,1.4274
1987-05,Phoenix,ssp370,62.36,1.4246
1987-06,Phoenix,ssp370,61.9,1.608
1987-07,Phoenix,ssp370,61.67,1.6217
1987-08,Phoenix,ssp370,61.47,1.4111
1987-09,Phoenix,ssp370,61.04,1.6413
1987-10,Phoenix,ssp370,60.52,1.6865
1987-11,Phoenix,ssp370,61.16,1.2696
1987-12,Phoenix,ssp370,61.75,1.1384
1988-01,Phoenix,ssp370,62.01,1.1362
1988-02,Phoenix,ssp370,62.2,1.1827
1988-03,Phoenix,ssp370,62.5,1.0718
1988-04,Phoenix,ssp370,62.88,1.0639
1988-05,Phoenix,ssp370,63.11,1.0952
1988-06,Phoenix,ssp370,63.54,1.0274
1988-07,Phoenix,ssp370,64.09,0.9498
1988-08,Phoenix,ssp370,64.63,0.8196
1988-09,Phoenix,ssp370,65.0,0.8283
1988-10,Phoenix,ssp370,64.87,1.0104
1988-11,Phoenix,ssp370,64.74,1.0427
1988-12,Phoenix,ssp370,64.35,1.0828
1989-01,Phoenix,ssp370,64.43,1.1044
1989-02,Phoenix,ssp370,64.28,1.0589
1989-03,Phoenix,ssp370,64.58,1.0155
1989-04,Phoenix,ssp370,64.63,1.2628
1989-05,Phoenix,ssp370,64.43,1.7382
1989-06,Phoenix,ssp370,63.95,1.7236
1989-07,Phoenix,ssp370,63.59,1.841
1989-08,Phoenix,ssp370,63.4,2.1974
1989-09,Phoenix,ssp370,62.96,2.4428
1989-10,Phoenix,ssp370,62.99,2.3855
1989-11,Phoenix,ssp370,62.6,2.6121
1989-12,Phoenix,ssp370,62.67,2.5596
1990-01,Phoenix,ssp370,62.1,2.5381
1990-02,Phoenix,ssp370,62.24,2.5499
1990-03,Phoenix,ssp370,61.9,2.5974
1990-04,Phoenix,ssp370,62.0,2.4616
1990-05,Phoenix,ssp370,62.56,2.0032
1990-06,Phoenix,ssp370,62.89,2.1022
1990-07,Phoenix,ssp370,62.9,2.2758
1990-08,Phoenix,ssp370,63.19,1.9331
1990-09,Phoenix,ssp370,63.53,1.5385
1990-10,Phoenix,ssp370,63.71,1.3947
1990-11,Phoenix,ssp370,64.19,1.237
1990-12,Phoenix,ssp370,64.84,1.2427
1991-01,Phoenix,ssp370,65.69,1.2485
1991-02,Phoenix,ssp370,65.98,1.2408
1991-03,Phoenix,ssp370,66.19,1.2554
1991-04,Phoenix,ssp370,66.34,1.2168
1991-05,Phoenix,ssp370,66.07,1.1502
1991-06,Phoenix,ssp370,65.6,1.1779
1991-07,Phoenix,ssp370,65.63,0.9465
1991-08,Phoenix,ssp370,65.21,1.1006
1991-09,Phoenix,ssp370,65.51,0.9802
1991-10,Phoenix,ssp370,65.91,1.0174
1991-11,Phoenix,ssp370,65.96,1.0436
1991-12,Phoenix,ssp370,65.81,1.0395
1992-01,Phoenix,ssp370,65.52,1.0682
1992-02,Phoenix,ssp370,65.29,1.0698
1992-03,Phoenix,ssp370,65.22,1.0399
1992-04,Phoenix,ssp370,64.67,1.0854
1992-05,Phoenix,ssp370,64.29,1.088
1992-06,Phoenix,ssp370,64.5,0.9032
1992-07,Phoenix,ssp370,64.92,0.8909
1992-08,Phoenix,ssp370,64.88,0.8444
1992-09,Phoenix,ssp370,64.49,0.8532
1992-10,Phoenix,ssp370,64.57,0.8837
1992-11,Phoenix,ssp370,64.46,0.8747
1992-12,Phoenix,ssp370,64.29,0.902
1993-01,Phoenix,ssp370,64.39,0.8687
1993-02,Phoenix,ssp370,64.51,0.867
1993-03,Phoenix,ssp370,64.22,0.9049
1993-04,Phoenix,ssp370,64.44,0.8248
1993-05,Phoenix,ssp370,64.39,0.8191
1993-06,Phoenix,ssp370,64.39,0.8162
1993-07,Phoenix,ssp370,64.19,0.8776
1993-08,Phoenix,ssp370,63.98,0.7851
1993-09,Phoenix,ssp370,63.68,0.9881
1993-10,Phoenix,ssp370,63.16,1.1298
1993-11,Phoenix,ssp370,63.46,1.0603
1993-12,Phoenix,ssp370,63.5,1.0378
1994-01,Phoenix,ssp370,63.1,1.0402
1994-02,Phoenix,ssp370,62.94,1.0353
1994-03,Phoenix,ssp370,63.03,1.0389
1994-04,Phoenix,ssp370,62.82,1.1621
1994-05,Phoenix,ssp370,62.8,1.1667
1994-06,Phoenix,ssp370,63.17,1.274
1994-07,Phoenix,ssp370,62.93,1.3683
1994-08,Phoenix,ssp370,63.34,1.5469
1994-09,Phoenix,ssp370,63.5,1.3536
1994-10,Phoenix,ssp370,63.8,1.1786
1994-11,Phoenix,ssp370,63.43,1.1892
1994-12,Phoenix,ssp370,63.02,1.2751
1995-01,Phoenix,ssp370,63.33,1.2788
1995-02,Phoenix,ssp370,63.41,1.4051
1995-03,Phoenix,ssp370,63.74,1.3328
1995-04,Phoenix,ssp370,64.08,1.1692
1995-05,Phoenix,ssp370,64.56,1.1578
1995-06,Phoenix,ssp370,64.22,1.0152
1995-07,Phoenix,ssp370,64.46,0.9218
1995-08,Phoenix,ssp370,64.41,0.7089
1995-09,Phoenix,ssp370,64.54,0.8444
1995-10,Phoenix,ssp370,64.55,0.7832
1995-11,Phoenix,ssp370,64.88,0.7169
1995-12,Phoenix,ssp370,65.77,0.6229
1996-01,Phoenix,ssp370,65.98,0.6161
1996-02,Phoenix,ssp370,66.29,0.4908
1996-03,Phoenix,ssp370,66.14,0.539
1996-04,Phoenix,ssp370,66.05,0.5539
1996-05,Phoenix,ssp370,65.42,0.9485
1996-06,Phoenix,ssp370,65.31,1.0496
1996-07,Phoenix,ssp370,65.46,0.9929
1996-08,Phoenix,ssp370,65.19,1.0337
1996-09,Phoenix,ssp370,65.16,1.2115
1996-10,Phoenix,ssp370,64.96,1.2033
1996-11,Phoenix,ssp370,65.02,1.1653
1996-12,Phoenix,ssp370,64.33,1.1809
1997-01,Phoenix,ssp370,64.13,1.1845
1997-02,Phoenix,ssp370,63.91,1.1845
1997-03,Phoenix,ssp370,63.83,1.2219
1997-04,Phoenix,ssp370,64.01,1.2679
1997-05,Phoenix,ssp370,64.57,0.871
1997-06,Phoenix,ssp370,64.72,0.8206
1997-07,Phoenix,ssp370,64.08,0.8432
1997-08,Phoenix,ssp370,64.54,0.7908
1997-09,Phoenix,ssp370,64.47,0.6484
1997-10,Phoenix,ssp370,64.73,0.6557
1997-11,Phoenix,ssp370,64.51,0.7925
1997-12,Phoenix,ssp370,64.24,0.8141
1998-01,Phoenix,ssp370,64.01,0.8099
1998-02,Phoenix,ssp370,63.85,0.8096
1998-03,Phoenix,ssp370,64.05,0.8314
1998-04,Phoenix,ssp370,64.02,0.7947
1998-05,Phoenix,ssp370,63.74,1.0067
1998-06,Phoenix,ssp370,63.67,1.0073
1998-07,Phoenix,ssp370,64.24,1.0312
1998-08,Phoenix,ssp370,64.2,1.261
1998-09,Phoenix,ssp370,63.98,1.629
1998-10,Phoenix,ssp370,63.58,1.8665
1998-11,Phoenix,ssp370,63.41,1.8632
1998-12,Phoenix,ssp370,63.71,1.8267
1999-01,Phoenix,ssp370,64.09,1.8284
1999-02,Phoenix,ssp370,64.34,1.8447
1999-03,Phoenix,ssp370,64.27,1.746
1999-04,Phoenix,ssp370,64.5,1.7306
1999-05,Phoenix,ssp370,64.67,1.5216
1999-06,Phoenix,ssp370,64.9,1.5547
1999-07,Phoenix,ssp370,64.56,1.4097
1999-08,Phoenix,ssp370,64.0,1.4213
1999-09,Phoenix,ssp370,64.26,0.8983
1999-10,Phoenix,ssp370,64.58,0.7005
1999-11,Phoenix,ssp370,65.3,0.6072
1999-12,Phoenix,ssp370,65.12,0.6479
2000-01,Phoenix,ssp370,65.01,0.6462
2000-02,Phoenix,ssp370,65.17,0.805
2000-03,Phoenix,ssp370,65.42,0.7862
2000-04,Phoenix,ssp370,65.37,0.8908
2000-05,Phoenix,ssp370,65.58,0.888
2000-06,Phoenix,ssp370,65.53,0.8904
2000-07,Phoenix,ssp370,65.57,0.9948
2000-08,Phoenix,ssp370,66.07,1.1107
2000-09,Phoenix,ssp370,65.85,1.7749
2000-10,Phoenix,ssp370,65.1,2.0518
2000-11,Phoenix,ssp370,64.5,2.1793
2000-12,Phoenix,ssp370,64.9,2.1446
2001-01,Phoenix,ssp370,64.54,2.1455
2001-02,Phoenix,ssp370,63.93,1.9709
2001-03,Phoenix,ssp370,63.15,2.2849
2001-04,Phoenix,ssp370,63.03,2.1789
2001-05,Phoenix,ssp370,63.03,2.1809
2001-06,Phoenix,ssp370,62.77,2.0912
2001-07,Phoenix,ssp370,62.91,2.069
2001-08,Phoenix,ssp370,62.94,1.9016
2001-09,Phoenix,ssp370,62.8,1.6798
2001-10,Phoenix,ssp370,62.77,1.7356
2001-11,Phoenix,ssp370,62.72,1.6084
2001-12,Phoenix,ssp370,62.29,1.6062
2002-01,Phoenix,ssp370,62.35,1.6053
2002-02,Phoenix,ssp370,63.0,1.6042
2002-03,Phoenix,ssp370,63.96,1.2968
2002-04,Phoenix,ssp370,63.74,1.3446
2002-05,Phoenix,ssp370,63.44,1.4106
2002-06,Phoenix,ssp370,63.64,1.4841
2002-07,Phoenix,ssp370,63.63,1.7467
2002-08,Phoenix,ssp370,63.44,1.9099
2002-09,Phoenix,ssp370,63.78,1.7686
2002-10,Phoenix,ssp370,64.95,1.3509
2002-11,Phoenix,ssp370,65.45,1.3254
2002-12,Phoenix,ssp370,65.81,1.3459
2003-01,Phoenix,ssp370,66.13,1.346
2003-02,Phoenix,ssp370,65.83,1.3961
2003-03,Phoenix,ssp370,65.01,1.6051
2003-04,Phoenix,ssp370,65.0,1.7649
2003-05,Phoenix,ssp370,65.3,1.6989
2003-06,Phoenix,ssp370,65.07,1.72
2003-07,Phoenix,ssp370,64.99,1.7993
2003-08,Phoenix,ssp370,64.99,1.6516
2003-09,Phoenix,ssp370,64.99,1.4575
2003-10,Phoenix,ssp370,64.7,1.5083
2003-11,Phoenix,ssp370,64.31,1.5453
2003-12,Phoenix,ssp370,64.24,1.5301
2004-01,Phoenix,ssp370,64.07,1.5394
2004-02,Phoenix,ssp370,64.2,1.4916
2004-03,Phoenix,ssp370,64.46,1.294
2004-04,Phoenix,ssp370,64.94,1.0793
2004-05,Phoenix,ssp370,65.39,1.0774
2004-06,Phoenix,ssp370,65.72,1.017
2004-07,Phoenix,ssp370,65.74,0.7485
2004-08,Phoenix,ssp370,65.87,0.8597
2004-09,Phoenix,ssp370,65.56,1.2785
2004-10,Phoenix,ssp370,64.9,1.4222
2004-11,Phoenix,ssp370,64.98,1.4092
2004-12,Phoenix,ssp370,65.41,1.4107
2005-01,Phoenix,ssp370,66.0,1.4016
2005-02,Phoenix,ssp370,65.9,1.399
2005-03,Phoenix,ssp370,66.24,1.3988
2005-04,Phoenix,ssp370,66.27,1.4011
2005-05,Phoenix,ssp370,65.58,1.5103
2005-06,Phoenix,ssp370,65.5,1.5665
2005-07,Phoenix,ssp370,64.92,1.4663
2005-08,Phoenix,ssp370,64.48,1.3011
2005-09,Phoenix,ssp370,65.11,0.8036
2005-10,Phoenix,ssp370,65.79,0.7021
2005-11,Phoenix,ssp370,66.33,0.7013
2005-12,Phoenix,ssp370,66.17,0.6993
2006-01,Phoenix,ssp370,65.56,0.6994
2006-02,Phoenix,ssp370,65.7,0.6998
2006-03,Phoenix,ssp370,65.42,0.857
2006-04,Phoenix,ssp370,65.21,0.8903
2006-05,Phoenix,ssp370,65.05,1.0101
2006-06,Phoenix,ssp370,65.18,0.9182
2006-07,Phoenix,ssp370,65.36,0.9482
2006-08,Phoenix,ssp370,65.68,0.8181
2006-09,Phoenix,ssp370,65.4,0.9275
2006-10,Phoenix,ssp370,65.08,0.9562
2006-11,Phoenix,ssp370,64.98,0.9239
2006-12,Phoenix,ssp370,64.79,0.9161
2007-01,Phoenix,ssp370,64.77,0.9157
2007-02,Phoenix,ssp370,64.51,0.9161
2007-03,Phoenix,ssp370,64.3,0.795
2007-04,Phoenix,ssp370,64.53,0.8473
2007-05,Phoenix,ssp370,64.8,0.7075
2007-06,Phoenix,ssp370,64.72,0.9403
2007-07,Phoenix,ssp370,65.53,0.8485
2007-08,Phoenix,ssp370,65.63,0.9286
2007-09,Phoenix,ssp370,65.75,1.0264
2007-10,Phoenix,ssp370,65.71,0.9442
2007-11,Phoenix,ssp370,65.71,1.005
2007-12,Phoenix,ssp370,65.84,1.0089
2008-01,Phoenix,ssp370,65.97,1.0243
2008-02,Phoenix,ssp370,66.4,1.0237
2008-03,Phoenix,ssp370,66.72,1.0101
2008-04,Phoenix,ssp370,66.57,0.9245
2008-05,Phoenix,ssp370,66.43,0.8597
2008-06,Phoenix,ssp370,66.22,0.6581
2008-07,Phoenix,ssp370,65.79,1.0281
2008-08,Phoenix,ssp370,65.65,1.0157
2008-09,Phoenix,ssp370,65.45,1.0132
2008-10,Phoenix,ssp370,65.17,1.1617
2008-11,Phoenix,ssp370,64.41,1.2063
2008-12,Phoenix,ssp370,64.39,1.2135
2009-01,Phoenix,ssp370,64.13,1.204
2009-02,Phoenix,ssp370,63.81,1.206
2009-03,Phoenix,ssp370,63.92,1.2154
2009-04,Phoenix,ssp370,63.95,1.2222
2009-05,Phoenix,ssp370,63.84,1.2544
2009-06,Phoenix,ssp370,63.98,1.2183
2009-07,Phoenix,ssp370,64.14,0.9737
2009-08,Phoenix,ssp370,64.28,0.9802
2009-09,Phoenix,ssp370,64.11,0.8859
2009-10,Phoenix,ssp370,64.59,0.9726
2009-11,Phoenix,ssp370,64.68,1.0656
2009-12,Phoenix,ssp370,64.62,1.0542
2010-01,Phoenix,ssp370,64.96,1.0534
2010-02,Phoenix,ssp370,64.92,1.0581
2010-03,Phoenix,ssp370,64.81,1.1215
2010-04,Phoenix,ssp370,64.32,1.3808
2010-05,Phoenix,ssp370,64.08,1.3583
2010-06,Phoenix,ssp370,64.03,1.4409
2010-07,Phoenix,ssp370,64.56,1.3637
2010-08,Phoenix,ssp370,64.3,1.4745
2010-09,Phoenix,ssp370,64.94,1.3608
2010-10,Phoenix,ssp370,64.68,1.3009
2010-11,Phoenix,ssp370,65.33,1.1017
2010-12,Phoenix,ssp370,65.24,1.1638
2011-01,Phoenix,ssp370,65.17,1.1927
2011-02,Phoenix,ssp370,65.32,1.1925
2011-03,Phoenix,ssp370,65.42,1.0921
2011-04,Phoenix,ssp370,65.82,0.913
2011-05,Phoenix,ssp370,66.46,0.9448
2011-06,Phoenix,ssp370,66.84,0.901
2011-07,Phoenix,ssp370,66.64,1.0248
2011-08,Phoenix,ssp370,66.84,1.0664
2011-09,Phoenix,ssp370,66.23,1.5367
2011-10,Phoenix,ssp370,66.49,1.3823
2011-11,Phoenix,ssp370,66.41,1.4184
2011-12,Phoenix,ssp370,66.19,1.3711
2012-01,Phoenix,ssp370,65.94,1.3375
2012-02,Phoenix,ssp370,65.84,1.3315
2012-03,Phoenix,ssp370,65.64,1.4566
2012-04,Phoenix,ssp370,65.47,1.3722
2012-05,Phoenix,ssp370,65.55,1.3093
2012-06,Phoenix,ssp370,65.14,1.2739
2012-07,Phoenix,ssp370,64.6,1.1241
2012-08,Phoenix,ssp370,64.85,1.1228
2012-09,Phoenix,ssp370,65.1,0.7398
2012-10,Phoenix,ssp370,65.12,0.9997
2012-11,Phoenix,ssp370,64.72,1.0405
2012-12,Phoenix,ssp370,64.86,1.037
2013-01,Phoenix,ssp370,65.01,1.037
2013-02,Phoenix,ssp370,64.82,1.0793
2013-03,Phoenix,ssp370,64.82,1.0997
2013-04,Phoenix,ssp370,64.96,1.1114
2013-05,Phoenix,ssp370,64.95,1.1221
2013-06,Phoenix,ssp370,65.44,1.3632
2013-07,Phoenix,ssp370,65.46,1.4154
2013-08,Phoenix,ssp370,65.04,1.453
2013-09,Phoenix,ssp370,65.17,1.3081
2013-10,Phoenix,ssp370,65.96,0.9843
2013-11,Phoenix,ssp370,66.34,0.9253
2013-12,Phoenix,ssp370,66.8,0.9131
2014-01,Phoenix,ssp370,66.7,0.9127
2014-02,Phoenix,ssp370,66.97,0.8949
2014-03,Phoenix,ssp370,66.99,0.9824
2014-04,Phoenix,ssp370,66.74,1.1584
2014-05,Phoenix,ssp370,66.62,1.1649
2014-06,Phoenix,ssp370,66.11,1.0057
2014-07,Phoenix,ssp370,65.92,1.071
2015-07,Phoenix,ssp370,65.87,0.6575
2015-08,Phoenix,ssp370,66.42,0.6001
2015-09,Phoenix,ssp370,66.78,0.6377
2015-10,Phoenix,ssp370,66.87,0.706
2015-11,Phoenix,ssp370,66.97,0.7625
2015-12,Phoenix,ssp370,66.6,0.772
2016-01,Phoenix,ssp370,66.51,0.7719
2016-02,Phoenix,ssp370,66.35,0.754
2016-03,Phoenix,ssp370,65.64,0.9159
2016-04,Phoenix,ssp370,65.43,0.913
2016-05,Phoenix,ssp370,64.97,1.0726
2016-06,Phoenix,ssp370,65.28,1.0228
2016-07,Phoenix,ssp370,65.77,1.178
2016-08,Phoenix,ssp370,65.8,1.3055
2016-09,Phoenix,ssp370,65.49,1.5231
2016-10,Phoenix,ssp370,65.14,1.6064
2016-11,Phoenix,ssp370,65.06,1.5431
2016-12,Phoenix,ssp370,65.09,1.5648
2017-01,Phoenix,ssp370,65.53,1.5685
2017-02,Phoenix,ssp370,65.78,1.5786
2017-03,Phoenix,ssp370,66.37,1.4223
2017-04,Phoenix,ssp370,66.9,1.3542
2017-05,Phoenix,ssp370,67.44,1.1997
2017-06,Phoenix,ssp370,67.42,1.1209
2017-07,Phoenix,ssp370,66.79,1.01
2017-08,Phoenix,ssp370,66.68,0.9724
2017-09,Phoenix,ssp370,66.71,0.8125
2017-10,Phoenix,ssp370,67.03,0.5803
2017-11,Phoenix,ssp370,66.9,0.5656
2017-12,Phoenix,ssp370,67.15,0.5692
2018-01,Phoenix,ssp370,66.82,0.5656
2018-02,Phoenix,ssp370,66.58,0.554
2018-03,Phoenix,ssp370,66.68,0.5772
2018-04,Phoenix,ssp370,66.32,0.8521
2018-05,Phoenix,ssp370,65.65,0.9205
2018-06,Phoenix,ssp370,65.62,0.9206
2018-07,Phoenix,ssp370,66.3,0.8851
2018-08,Phoenix,ssp370,66.0,1.0024
2018-09,Phoenix,ssp370,65.95,0.9002
2018-10,Phoenix,ssp370,66.24,0.8671
2018-11,Phoenix,ssp370,66.61,0.9363
2018-12,Phoenix,ssp370,66.27,0.9561
2019-01,Phoenix,ssp370,66.4,0.9571
2019-02,Phoenix,ssp370,66.56,0.9728
2019-03,Phoenix,ssp370,66.09,1.0701
2019-04,Phoenix,ssp370,66.15,0.9868
2019-05,Phoenix,ssp370,66.22,1.1632
2019-06,Phoenix,ssp370,66.06,1.3594
2019-07,Phoenix,ssp370,65.21,1.5862
2019-08,Phoenix,ssp370,65.4,1.4371
2019-09,Phoenix,ssp370,65.53,1.416
2019-10,Phoenix,ssp370,64.78,1.7041
2019-11,Phoenix,ssp370,64.44,1.7754
2019-12,Phoenix,ssp370,64.5,1.7904
2020-01,Phoenix,ssp370,64.6,1.7902
2020-02,Phoenix,ssp370,64.28,1.8063
2020-03,Phoenix,ssp370,64.3,1.6823
2020-04,Phoenix,ssp370,63.79,1.6285
2020-05,Phoenix,ssp370,63.82,1.4523
2020-06,Phoenix,ssp370,63.86,1.2409
2020-07,Phoenix,ssp370,64.33,0.9855
2020-08,Phoenix,ssp370,64.41,0.9054
2020-09,Phoenix,ssp370,64.46,0.9796
2020-10,Phoenix,ssp370,65.04,0.7131
2020-11,Phoenix,ssp370,65.05,0.6099
2020-12,Phoenix,ssp370,65.22,0.5559
2021-01,Phoenix,ssp370,65.19,0.5549
2021-02,Phoenix,ssp370,65.18,0.5231
2021-03,Phoenix,ssp370,65.43,0.542
2021-04,Phoenix,ssp370,66.09,0.4121
2021-05,Phoenix,ssp370,66.71,0.3611
2021-06,Phoenix,ssp370,67.1,0.3759
2021-07,Phoenix,ssp370,67.18,0.5435
2021-08,Phoenix,ssp370,67.1,0.7416
2021-09,Phoenix,ssp370,67.12,0.7157
2021-10,Phoenix,ssp370,67.0,0.7988
2021-11,Phoenix,ssp370,67.15,0.8094
2021-12,Phoenix,ssp370,67.09,0.9073
2022-01,Phoenix,ssp370,66.73,0.9077
2022-02,Phoenix,ssp370,66.93,0.9078
2022-03,Phoenix,ssp370,66.94,0.9474
2022-04,Phoenix,ssp370,66.78,1.0222
2022-05,Phoenix,ssp370,66.4,1.1016
2022-06,Phoenix,ssp370,66.22,1.2141
2022-07,Phoenix,ssp370,66.2,1.3396
2022-08,Phoenix,ssp370,65.96,1.4038
2022-09,Phoenix,ssp370,65.91,1.3697
2022-10,Phoenix,ssp370,66.07,1.3019
2022-11,Phoenix,ssp370,66.1,1.2683
2022-12,Phoenix,ssp370,65.93,1.2312
2023-01,Phoenix,ssp370,66.45,1.2309
2023-02,Phoenix,ssp370,66.44,1.2911
2023-03,Phoenix,ssp370,66.32,1.3215
2023-04,Phoenix,ssp370,66.31,1.2785
2023-05,Phoenix,ssp370,66.33,1.2586
2023-06,Phoenix,ssp370,66.15,1.249
2023-07,Phoenix,ssp370,65.99,1.0355
2023-08,Phoenix,ssp370,66.74,0.8651
2023-09,Phoenix,ssp370,66.74,0.98
2023-10,Phoenix,ssp370,66.41,1.092
2023-11,Phoenix,ssp370,66.45,1.137
2023-12,Phoenix,ssp370,66.47,1.0642
2024-01,Phoenix,ssp370,66.14,1.0663
2024-02,Phoenix,ssp370,66.45,1.0081
2024-03,Phoenix,ssp370,66.25,1.0124
2024-04,Phoenix,ssp370,66.02,1.0464
2024-05,Phoenix,ssp370,65.92,1.0521
2024-06,Phoenix,ssp370,65.81,0.99
2024-07,Phoenix,ssp370,65.6,0.9536
